"T Naive"	"T Memory"	"B Naive"	"B Memory"	"Plasmablasts"	"NK"	"pDCs"	"Neutrophils LD"	"Basophils LD"	"mDCs"	"Monocytes"
"PRKCA"	13.3240220765366	8.50512173170076	0.437143163341937	2.11774211094321	4.41311458185009	2.92424356488482	2.48444758851097	0.18213806656871	0.759311650626698	73.2986823772481	3.46781730179764
"APBA2"	41.8417275893836	23.7489234845093	0.370799360317723	1.67849066892897	1.99502082972393	44.080797572122	0.123283001087243	0.225178582676966	0.179567550343257	2.2867558362591	0.490692502523584
"GPRASP1"	10.3934112566612	6.95627353321517	1.68799330300995	6.82332054141689	0	2.90460142289786	0.610770923424516	0.00312686596975602	0	0.95523833190326	0.208836729775341
"PLXDC1"	32.205701642831	18.8108345935534	0.624788294829111	3.14901513579183	5.05265658958986	21.2649844794771	5.53416469203753	0.170048752449204	0.355075519245225	10.7825360031582	1.36515879015728
"RCAN3"	44.0308266754872	33.930110808741	3.63814661425179	22.0493603030238	21.9090540247663	0.351549965835354	3.72063734248197	0.0351489843992783	0.805153330957263	108.038953258519	3.33076288677091
"LYPD3"	5.30122711218049	2.47650914353743	0.0503486121412496	1.57866467320817	0	0.189246794057387	0.304508043254263	0.216985800720571	0.17284932257764	41.824730127999	0.370563725009752
"LEF1"	388.302180043216	199.676750056164	1.60511878660377	1.34911335298057	97.6888714647553	10.6269073841186	0.0620477649391169	0.0241149733921992	0.0138219377062053	1.58929505672287	0.239436051745493
"SERINC5"	48.4261931863852	40.5710054139719	2.84639672466913	9.88016353971886	18.2461992371551	3.3579821390731	1.5097918705461	3.04063917049846	7.82012582895103	259.938131997887	18.7318153916446
"FBLN5"	4.41664801021626	3.46444935094856	0.144760010886851	1.42241887846214	2.10550323989261	0.745971179123123	0.208298690048691	0.0845843067976325	0.436548675106784	1.52278264109143	0.036096253862042
"HOOK1"	7.91878030275317	4.89198430321069	4.91494612316443	7.0004485869577	35.3303860592775	0.463461933116231	0.0662253101322374	0.0156204174619175	0.025825607759584	1.92028674897338	0.0685880013188451
"OBSCN"	10.4157558029279	6.96874105205096	1.97222682308892	10.3446337825002	1.81505241742665	2.32403840726886	3.25036690237689	0.135456436606384	0.517303495168454	10.7785526413413	1.06475436552693
"RAPGEF6"	61.2413529018992	48.0358080152521	15.5821459465676	51.663209979527	73.1667774695013	23.9688672971749	5.49500455008744	5.34956131173093	7.61900896911469	95.5122129099432	10.3191848368976
"RGS10"	38.7604968864948	24.284854379295	3.1322420598391	16.2236162087602	48.4039765941579	2.0490759215396	9.21639113546692	0.245487794559401	0.0906933276083829	686.428609303983	18.3958152639423
"LDLRAP1"	222.909861461459	109.604513935742	4.1923322153728	51.3372918118288	372.039128539814	28.5153931533596	0.859636085259875	0.108265704694324	0.327080529825974	137.322582653442	10.1821867026919
"NOSIP"	185.87671908513	143.619791244052	15.5299837646469	95.1444320263369	309.775005756336	46.7327887141225	18.7477300625714	15.175486290655	17.3052660439764	611.863024678355	29.9813053176549
"PDE3B"	31.0547011069191	22.4876955329318	0.523285651892737	6.14555386140677	8.91435893764405	10.0894009736439	0.434478809212109	6.19004210540939	2.17938044651365	41.200473333135	4.6369250057882
"PLEKHB1"	48.5079478288417	31.5290306890142	2.14240914193278	42.4779889939476	36.3355966942099	6.12827042098079	0	0.115039708672696	0.77476330390098	6.57379022653339	1.61903017044834
"ITGA6"	40.9799691441763	27.8131816638771	2.5136751614671	6.63241258745849	69.1503899806944	11.9294700521568	0	0.95428285672708	3.41710604921473	7.09896377232551	0.256150612528592
"TCF7"	151.066490105199	96.1838772276434	0.76618455352316	21.0870906281764	3.26101548314135	13.2339654911902	0.1624006790872	0.253833926875449	0.300228728292443	5.74523014110233	0.62983027689489
"CD8B"	177.082602596435	170.699906557131	0.0291392599717757	0.00459150007135726	0	2.31693067134612	0.142349521141987	0.0254816586703746	3.94302836596181	0.949202552852915	0.00522249353430019
"TNK1"	9.79292379191519	6.02297999149031	2.03913824046865	26.2584553046231	7.87289356352864	0.828402082648757	0.102066052204008	0	0	8.53017503098156	0.102431686079895
"AKTIP"	63.4432961220237	58.628369581846	7.43672557770785	29.2957826016316	162.78894753045	35.5240628440728	2.7271565592801	12.0224130668882	3.66203824126543	63.6915312522574	7.69432121325414
"VIPR1"	15.4974894032854	9.16122292958051	0.72287740697502	1.68660362411561	11.8032859011698	0.167268890850562	0.319114386227301	0.150397828125454	0.0138202575306835	162.899200272272	17.8798828810911
"FHIT"	40.3784075980922	21.3146349600574	3.12451561025215	25.0020246688699	63.4032733140746	2.38674415964114	4.39785978426337	0.155046995235954	1.35144739647386	110.537763351042	7.42201809990075
"RFESD"	6.14027804898191	5.23851711594131	0.475849784930801	4.60120842012131	28.1566219963067	3.524542322876	1.4798665137681	0	0.0306460468401114	4.74529004770126	0.918278792815884
"CCR7"	583.290707722663	196.630099100903	130.197132588252	325.531186072644	11.4857207904242	14.281033279145	9.842373980085	0.145014171119	0.12806391536249	64.720542464775	0.291446306532373
"SATB1"	139.006779911972	63.7737408098748	18.7619553179435	15.0394553491656	24.750764097723	58.8325195097429	9.19130739487301	2.06968514950682	10.7075680531946	397.44017593729	8.95191133247866
"CRTAM"	15.8435690663964	13.7715083234453	0.392672807877954	1.86156584933553	3.48045405272956	16.3959420987623	0.176411291684929	0.895239331759494	0.207134424877687	144.388200988725	10.5095951206959
"FCGBP"	4.98332772592634	2.77626153123508	0.993392133174305	1.05290115197376	0.158289502774658	3.56953217178755	0	0.00306727409204297	0.00137359685817136	18.8579680082522	0.175415791856261
"ATG9B"	10.6190979689914	10.2796944399852	1.30017193398651	9.36503534854474	8.41605099468432	2.3752091550547	1.54780116542553	0.0931618711510162	0.0443651024229146	10.2502081786219	0.4852705361748
"RGMB"	5.36053602608302	3.46583454288578	3.58557936391565	11.4987298313627	18.4440585868483	0.424859498696033	0.0287908024064816	0.0152121093787323	0.00659936162296518	2.30375109080485	0.0872197883625386
"PKIA"	11.0272800808188	10.1786278254968	2.49027124113703	19.9788830275124	44.7331367707943	0.306520246510149	0.807924819954721	0	0.132090752185525	3.33735523358541	0.0199489747355934
"APBB1"	76.8918213694492	56.3121403260301	10.1286831303056	33.6388235648645	1.51689912428065	32.769516715942	0.167797033230472	0.243679696189911	4.872272330871	43.3367539114279	2.15554239621691
"VSIG1"	11.0310567970526	12.5532761822144	0.2647522823682	13.4301143395306	102.511314596132	0.334566992604544	0.0824654538552811	0.210070697738758	0.445410402611315	7.68924585500103	0.733110235062529
"PIK3IP1"	385.28649808583	275.229698173983	51.1759707343534	141.223448212603	47.1479468759517	90.3943295664126	1.87307305839992	3.98321815993242	10.278308532541	128.382833672578	39.0530145245599
"DGKA"	495.896957447193	487.133799297074	77.3807032375953	451.45976205921	345.204245903391	79.5509893688748	32.3305823342162	18.1741256065614	25.8161885492076	1572.78522489255	66.0589627995185
"SUSD3"	65.5017615428079	53.4668041668327	12.4789618545561	139.477931342686	224.378516423139	1.06194177901052	0.893280531551953	0.626679316140824	0.0671785888074545	454.820262750833	8.70981380000244
"LGALS3BP"	42.4928284121821	34.7026419364027	3.5649358303146	18.7886605814695	21.1793005300476	4.92547954146019	1.04723799364749	2.55968303225143	2.26252602702878	386.775597274164	33.050897329475
"CD27"	98.1027581087967	78.1177517653773	1.56102280732053	256.53429470762	2945.17809766396	1.81814375282449	0.123837481863201	0.039758427926491	0.146136527552744	1.65252032087461	0.153348079972208
"CCR4"	0.715422371558909	17.2369937180593	0.314951781275687	1.06673949988206	1.75627165699347	0.594426456322637	0.206038867095384	0.224263383202674	0.28435269361045	5.72697258539512	0.374708529654239
"PDCD1"	0.5235328351802	15.3313376854687	0	0.738823729572726	0	0.315445618344463	0	0	0	1.81713916429312	0.0244866328525168
"INPP4B"	40.7236131393419	82.1735996112816	0.0872148119382251	0.225709468552005	3.10198479759047	2.10480568738562	0.257807330888565	0.0195100482507186	0.216163002841081	21.5107868180198	0.381897897482391
"CHN1"	1.39371239558066	8.48841255028457	0.296022983252734	0.588878344420771	10.1723637553495	1.20897308309127	0.310023247242203	0.0862665646229781	0.215815552548285	6.40539824073665	0.0363238550714998
"CD5"	78.3381283657565	152.205368389168	3.2250921691634	3.74924003483137	1.51275367356617	1.16937399505819	2.01406533918204	0.0682327544317396	0.0824510007863387	142.281524059907	0.470602331930929
"UBASH3A"	33.3987425215029	40.9685967480741	0.0362026794702028	0.219573428184543	0.348869497615487	1.61885913153619	0.201645012479551	0.0547975132915531	0.00562577255604528	0.228336342698711	0.0544596641400161
"CTLA4"	4.11925857823027	21.1706322206572	0	0.00622570608945318	3.51765840822962	0	0	0	0	2.62160621731461	0.0116227348077864
"PI16"	1.5691671484257	13.7183270684957	0.613026827247019	1.53481138586662	0.641812233203601	1.60870318556676	0.15589884920799	0.0602901916102044	0	0	0
"AP3M2"	21.5748321164579	46.6049372402207	5.26406926739834	25.8278247287184	55.5996739919623	12.2900497137789	7.0368980925438	0.647373284926304	1.42897975271539	87.2024918913301	2.9927010625582
"ATP8B2"	14.6892635616898	28.3843653577058	1.35253153074652	10.6993954993769	212.970987349173	9.10047167222988	2.05026862315547	0.418820432592714	3.35282314190112	10.703377424851	0.767740730838558
"TRAT1"	93.574543117783	116.444558253924	0.0705496579644097	0.226037742366666	8.0805930374958	0.771984090553535	0.0123701430710693	0.0236991933781316	40.4080865923132	0.356280524907885	0.111419765894262
"CD3D"	102.984985064124	207.090863432796	0.117647410480802	1.64126379932139	6.48929879975842	23.4245340063705	0	0.0402076637977128	0.125573712405344	6.00762577913436	0.616711882085966
"SIRPG"	60.62843144078	56.2042938139017	0	0.00944459080158805	0	1.19307587945705	0.766328640205109	0.212735621952275	0.0604178227446364	3.69508659915921	0.793732597013508
"ITK"	153.310574907926	203.130976402475	1.88664734194357	7.50442653902471	10.9160279268268	91.3875993129023	1.2830226899818	0.619973964160612	1.32470192406362	18.9472246075089	2.16792667390163
"CAMK4"	146.269998860511	105.666092074542	0.561122811526361	19.989179333392	46.0041181395739	0.396477807800748	0.0252067034237906	0.00962732732489885	0.0996062656843907	1.54071709232124	0.085489662272634
"MIAT"	3.51267118827073	58.5131717541473	0.398766912285823	33.3803579103902	39.6184518066639	23.6528986070497	0.126128837689652	0.164779631445402	0.109792930405602	3.06388339598014	0.30551149029952
"BCL11B"	16.1236256584094	16.0848209677706	0.01838256551987	0.201478794947911	0.0542211961587712	5.15060386031765	0	0.00441218804217324	0.00383743450867256	0.13786324093847	0.0138030007557152
"PDGFB"	1.80597188710231	7.38033118687341	0.10419470531457	0	0	0.447822446987552	0.136015152714508	0	0	0	0.024459835369756
"PLCD1"	10.6732726799572	32.9523009935107	1.28715271797738	9.66305568949789	91.7820819667247	15.9388031039581	1.85261401623444	2.68289164062291	2.5401444420416	187.50442941361	5.21899040004501
"CD226"	14.3662702073326	58.4623521125809	0.671071817799366	7.12832572035012	11.3103737940509	76.7195797792635	0.0451586283629445	0.159582161235845	0.0932085598388651	140.211338227874	1.0611595905428
"HAPLN3"	30.7919751078967	36.7824549550746	1.14345669002504	3.79336119654158	4.37614915243105	2.7739639093654	0.528093490051709	0	0.0215832969686527	53.1232155791756	0.554770308967711
"TC2N"	185.755383166048	279.209270393701	1.6381396720946	7.05064767138376	2.51430088416275	126.53125608716	0.0677477561282302	0.0821621370819809	0.0301064904090246	2.30334383719458	0.320169065095305
"TNFRSF25"	90.0488076190408	140.428640415991	0.524080920464265	9.37551815695997	4.95615281953555	16.5985572892578	0.248984215414727	0.172834624770262	0.359937214107452	86.8426983788679	1.22022654893979
"GPRIN3"	1.64994017300985	9.01534192823275	0.168956596198888	0.862577435685599	30.2873042290413	5.74906619038596	0.0545586775595248	0.0455398336585785	0.0131571690544467	63.4662723158171	1.57134647557398
"CD40LG"	35.0286854631519	62.9417764061519	0.106868648920498	0.433471536821048	0.44019002961196	0.434314966031885	0.0659793399439546	0.0274475617506228	0.113922104405595	1.41408270075174	0.140994991097136
"ACSL6"	12.6092528943239	14.0332416741742	0.269482449429514	1.62641473443023	1.5267991617241	0.573167928872018	0.149826164295297	0.0666795508034392	0.230084365794126	1.78357336754532	0.190235127451716
"FAAH2"	8.00917583363483	24.1037674118997	0	16.6176117831594	19.0534951681562	0	2.01912490771712	0	0.00984524648317302	0	0
"RORA"	32.6818709895268	121.142634131422	2.5838383583187	15.3377980532507	76.2427420497154	96.6839080031948	1.45473104407384	0.218495207434217	0.560151501566551	18.9162136021178	0.544430687442658
"IL32"	95.5314292704567	467.489790798545	1.23608713946382	7.82751341409126	6.85750251606132	200.03650689905	0.320629284615122	2.09934304171233	7.29774899930803	26.267410179182	1.56382632006097
"PBX4"	7.84438277734462	13.8303828903165	0.171746566275585	4.65299938094273	3.03815181057087	4.4883427378591	0	0.0267186333188502	0.0623860134836265	0	0.449485843566911
"FLT3LG"	42.1072648259775	49.3822019038306	3.94644989520544	19.3534031376617	35.539745923383	8.18330720859	0.90263433324248	0.967922669375398	2.266910852361	63.7780566527229	5.59962585144056
"STMN3"	17.9436520044963	20.1118898515506	2.23554442859857	10.8700781269065	13.7266634469145	1.90398865048419	1.20326618641659	0.0584150862750135	0.25253977013514	19.5383475990026	0.573307203709141
"GPA33"	18.2607499426388	17.2116673781796	1.81875877859383	1.35778634808728	0	5.382106943425	0	0	0.0121215546921979	32.7032266409212	1.60152686782467
"TMEM204"	27.5865019019472	23.3801486931387	0.767125006394789	1.10926739766676	2.38738391524268	6.75019842624377	0.02265636393156	0.0119944059913309	0.0523200456185512	39.5012311317576	0.111892132636835
"CCDC65"	9.86988131530369	23.1668809417207	0.276154729458311	6.72929295490817	16.1212481251752	19.5230727490589	0.239192457121097	0.152250537147307	0.0777852683688255	8.51790389554739	1.03377938088989
"TNFRSF4"	0.247325051616229	9.15294794161148	0	0.00801598015302114	5.62823568729281	3.03733456086155	0.120589859145305	0	0.479483793328167	0	0.0107846557323614
"TJP3"	8.97003015722601	17.3525149405836	0.789717320404257	5.27486015965611	8.69327823113553	6.20060591448827	0.081955139229374	0.405767697981278	0.0385845820329128	1.2136567584967	0.0011599774341112
"CENPK"	53.0141382470821	59.968968888058	5.90387021887566	40.218850566565	167.616667062421	23.5548391231008	4.58895609387446	2.09862014264664	4.10407408350661	80.3235098578237	3.74544445007298
"SLAMF1"	9.13397780251479	53.6904947540171	18.4496185426271	56.9123449439784	569.031421292044	0.38921501539984	1.81925196192645	0.0500432878973875	0.210645450229779	9.4637167696392	0.00701026472571203
"GIMAP5"	144.365651440728	193.819871422828	1.41445998278377	5.91076848642827	8.8043583919794	90.2711535635518	0.0565885386291994	0.171317540120404	0.183616022608164	103.062126585381	36.4237726204866
"PIK3R1"	31.3030619966845	85.04009703009	5.69394180496383	20.6997088272767	68.3724661655917	50.1200962580607	4.76411557487726	1.73721115097477	12.4254336431195	173.416221778489	7.49486735789637
"PLCG1"	91.253220551609	85.5375263387713	8.3659023774841	26.2655816256561	37.6435310324863	42.1209366670737	0.998180916537575	0.429990010290919	0.273103017796845	18.2695174574188	2.46476049764882
"C10orf35"	5.1079559150789	4.62001145306561	0.0890204264067764	0	0	0.532873588375752	0	0	0	2.78909982649984	0.00268932423338769
"ZAP70"	168.558103244922	342.775930346163	4.0501768309531	12.4008479900204	50.3650633388028	525.01306044151	0.37618077675862	0.468330667546584	0.288799143722298	11.3709156222686	1.68128313421451
"ZFYVE28"	4.67536307827884	12.3282499628879	0.683818513196879	6.56358484816197	10.1924224777075	15.5171216270896	0.254522789340564	0	0.26090628423468	16.4246823189618	0.591371944380522
"THEM4"	59.646825482076	68.533625687794	1.92239239458049	54.413818790511	200.260201156086	19.0718493238446	12.9030595499861	0.327622872607783	1.6835970186737	251.743409631306	2.34084389756297
"ALS2CL"	9.00088687577514	9.39111223268712	0.0601048028615555	0.774333225104693	0.198400906175865	0.0290153035124796	0.0727001605747509	0.0190642813182399	0.0440440415247349	62.40572904309	2.30435334063196
"ITGB1"	14.1961000292897	312.337801994786	15.6284702504192	524.475091088628	2118.41004994242	187.365677852869	21.6614192237736	2.14397933562501	3.29401477355446	1089.48115155932	109.630867671993
"SPOCK2"	72.6460263614613	139.943869973086	10.1282879001241	64.5720840222114	16.9832266625437	68.9208299779716	0.60429420849421	1.06552518782019	0.0606981099870759	5.31665012701162	0.188280892195573
"ITM2A"	93.1180370063185	188.833062790277	6.59049011253223	39.1696201569093	423.498829598467	72.5607966706702	1.52066685460171	0.100671532025169	24.9864844656393	4.6210088805532	0.388307896950353
"ANO9"	20.4074458442316	30.8204281064387	5.49461624182965	64.9517997277133	28.7151574565124	4.05208265183351	0.768654547381102	0.00747143780803343	0.148523650985225	4.30020157783571	0.041206395597817
"SKAP1"	84.5605065293621	172.630029722649	29.1581777002503	25.7499073141189	103.547889973511	182.859707991117	0.124180707126457	0.480944211370051	4.3981291439254	2.27334018675038	0.770281308877401
"LIME1"	54.8048243231158	133.929211563594	2.83789841371865	43.7611174549001	1599.89456108604	44.6572991861444	89.6082819466652	1.0662581495413	0.959449624514624	38.2672267928798	1.91802971711178
"CARD17"	0.0691141921655357	5.51310291684369	0.22200886366969	0.498183039913725	10.6079080554221	0	0	1.18857127828719	0	22.2501673141845	3.14610395352909
"AK1"	5.67479955122336	21.0633242969689	1.76039323217926	15.6551108912634	25.1941135621755	25.7760881975487	0.970204593107102	0.104885400019766	2.38752890678604	14.0163063798172	0.553271082801369
"CD96"	114.293432314959	175.818153074379	26.2083860717807	79.6003132022931	13.9180718415686	154.379939975645	0.396189231623457	0.600503010661478	0.79145296763342	7.83779585967518	0.885369373525734
"CRIP2"	7.3571143046294	27.974400685981	0.883127110682942	118.989084490138	9.6068257489391	0.987819639717362	0.0314731711655462	0	0	32.0428932334355	1.52170538142571
"AXIN2"	6.44584765766729	5.75446520848446	2.00146759050823	2.45517859292892	5.07503863796095	0.251476313923438	0.0044127203211366	0	2.7509116268964	0	0.0164818196901665
"LMNA"	3.08426059911891	80.9352847084849	3.27823467479067	31.958385439558	256.754671499804	10.6393862223552	1.99034829677394	6.42556788391785	24.6721229962889	2092.23996377657	21.3639073116535
"SCML4"	71.6009225802652	83.0944049887373	12.0067593776794	76.4112641380586	8.26446286973807	49.3633254405496	0.158861088922221	5.47500598256563	0.15222617841331	11.5468901779299	0.266471496545845
"FAM102A"	73.1529900447981	67.9725285382617	11.3389779377234	151.83700823074	122.725292603919	4.67174169395871	1.10927673023299	0.224760848888471	3.53666429565814	25.0623413744162	0.276143613986021
"RAB11FIP5"	1.02810146470055	5.20010781383749	0.23968878482159	1.61067783807914	1.41575573701614	5.92527957067429	0	0	0	1.51455028067499	0.0659559516622718
"TSPAN5"	3.02007362103115	11.1253876191517	3.71290348362124	8.05685275854479	39.4253185666879	14.6711992646954	0.496121554018167	0.0992191178990941	0.163482140007174	5.6526671924024	0.6384175534976
"MAGEE1"	3.04863140283006	5.14467267988984	1.28925078873409	3.70512808435507	3.16947264944737	5.40791475705778	0.0544928547029988	0	0.0492626062451164	1.93368449197328	0.00887827888162233
"FYN"	103.694946748854	396.973398323558	22.8280219020797	83.1623941889116	72.1571068120517	382.413290420946	11.7610477275529	0.802342861402802	5.39890808934394	1458.91314049022	69.3132630997489
"MFGE8"	14.6045168654408	14.6797709489324	1.73731657155406	9.46435621329602	30.8134746412536	7.48181691373173	0.249408343448465	0.172942625397168	2.44777063609129	6.00666777133626	1.14491240809591
"TCL1B"	0.0828470157818198	0.0298165720497574	8.63164867001532	0.445148720194357	0.80400463936189	0.113113702206569	3.08998817154101	0.000756968786401202	0.0151963449887144	0.518130408391647	0.035230810611598
"TCL6"	1.65162810608845	3.53889387638898	30.1740912451941	8.08839388786521	21.4516294464711	2.96211539105496	12.3995815032763	1.25818783450378	1.43432104603994	24.9151538882843	2.89466746714457
"COL19A1"	0.364781308986801	0.514696043851789	27.889072475015	34.1079688252145	14.4125797467192	0.555859798133583	0.173874194826908	0.266586691621252	0.25138270376748	2.00309375854431	0.452842534830267
"TCL1A"	0.170481174182996	0.216192839467113	673.782123648925	64.8185122418582	18.3095123125079	0.50837872150179	426.166562322413	0.121788861704953	0.173109226691323	2.66442701193137	0.231840759939021
